,topics,documents,topic_labels
3297,3,FoxNews: CDC warns of Marburg virus after deadly Africa outbreak https://t.co/UIlva3cpES,disaster
3298,0,"Malacañang has announced the four locations that have been considered as ""suitable and mutually beneficial"" to become additional EDCA sites. It underscore these sites are expected to boost the country's disaster response.

READ: https://t.co/4UacaSj0Ag https://t.co/zPQ2MBJ5Ji",usa and politics
3299,1,I like how @InfinityWard is ruining @CallofDuty just to hype up season 3. @Treyarch needs to fix ranked play its a fkin disaster,sports
3300,3,call of duty computer facebook venmo venmo art commission help sugar daddy art commission computer graphic design virus sugar mommy call of duty sugar mommy hacked graphic design graphic design NFT,disaster
3301,0,"BILLY GOATS AND TED GROSS GOT FIRED FROM INDIA AND WAS BANNED FROM GOING BACK BECAUSE THEY WERE KILLING &amp; MAIMING KID'S. BILLY GOATS FAMILY WAS A MENTOR OF MARGARET SANGER, WHO KNEW ? https://t.co/lfgaNrLXnb",usa and politics
3302,0,"some nights feel like every night, this one feels brand new
only got bad things on my mind when i'm with you
and so it goes, we found our sweet disaster
in a river of champagne",usa and politics
3303,0,"Message from the Monolith Corporation:Hello everyone,After careful consideration, we have decided to completely decommission and destroy the Monolith industry site 46 after last year's chemical disaster. Thank you for your patience and understanding during this difficult time.",usa and politics
3304,3,"Caught a cold and additionally a gastrointestinal virus. 

Being ill is okay, but being ill and not being able to eat is not okay 🥲😂",disaster
3305,2,"AI disaster already here, but ignored. https://t.co/cyMSxM44QA",ai and healthcare
3306,0,".@marcorubio spied the wives of 56 Sheriffs in Florida. Marco Rubio wants to control all Sheriffs of America. Marco Rubio is a Covid Virus Deaths data denier. He stopped 56 Sheriffs from investigating @senrubiopress, family and circle of young friends that never wear a mask. https://t.co/7orKg71Gun",usa and politics
3307,3,"#GenitalHerpes can be caused by both the #HSV1 and #HSV2 virus, the latter tending to have more severe symptoms.",disaster
3308,0,Why won't @LeviStrausCo join 190 other major companies and sign the Fire and Building Safety Accord to stop a tragedy like the Rana Plaza disaster ever happening again? https://t.co/udSqhe03Mh,usa and politics
3309,3,Corn spot is a common disease in corn plants that can lead to reduced yield and poor crop quality. You can use Gloviewer Plarform to monitor corn growth condition to take action at the beginning of the disaster. https://t.co/CXkRDDPZM8,disaster
3310,0,"i sing a broken prayer
i live a twisted spell
disaster natural",usa and politics
3311,0,"Looking for partners , funders and donor to support initiatives in nature conservation, disaster management and resilient building; for more information contact: pronaturemw@gmail.com",usa and politics
3312,3,Urgent warning to be alert for Marburg symptoms - as virus has 90% kill rate https://t.co/q3GHMac3Sa,disaster
3313,3,"HIV doesn’t define me! 
It’s just a tiny virus that l suppress everyday when l take my medication! 

#HIVbeautyQueen https://t.co/626YNW4Iei",disaster
3314,0,"1. The shadow fleet of Russian tankers can cause an environmental disaster - #Bloomberg and #TheFinancialTimes report.

The shadow fleet of Russian oil tankers operates without third-party liability coverage from the International Insurers Group (IG),⬇️
https://t.co/AsjHSu0A1H",usa and politics
3315,0,"Xi Jinping manufactured China Virus and sent to the World. China Virus killed about 7 millions people around the World.
Vladimir Putin destroyed Syria and now destroying Ukraine.",usa and politics
3316,0,Malacanang announced Monday four locations considered “suitable and mutually beneficial” as additional Enhanced Defense Cooperation Agreement (EDCA) sites that are seen to boost the disaster response of the country,usa and politics
3317,2,"The AI disaster is already here, and we don’t care https://t.co/6SMXDLBFut",ai and healthcare
3318,0,.@marcorubio How many DUIs @marcorubio deleted in Florida during the virus? How many from @marcorubio's family and circle of young friends? How many DUI's @marcorubio deleted in Florida during the virus? https://t.co/9LmBKEiYk5,usa and politics
3319,3,"Article by Ijaz Gul et al. ""Current and Perspective Sensing Methods for Monkeypox Virus"".  🔗Welcome to read and download freely: https://t.co/4yZX51uMEa
#Sensing
#Virus https://t.co/BoZaTV1tCw",disaster
3320,0,"||watching roller coaster disaster till I go to sleep. 

Ya girl is signing off for tonight. Good night.",usa and politics
3321,0,"Tired of nationalism, disaster capitalism and dirty military alliances?

Then join us at our upcoming DiEM25 Academy in Athens (April 30 - May 5) and help build the skilled transnational community able to wrest power from the oligarchy.

Apply by April 15: https://t.co/2bq6rVPLdA",usa and politics
3322,3,"I said this in a comment on @naomirwolf's Substack:

Announcing in public that one is a ""Virus Pusher Against Clotshots"" is like wearing a tee shirt saying, ""I'm with Stupid"" with an arrow pointing up. 

This may be the DUMBEST take EVER!
🤷🤦

https://t.co/MAnjDd2clr https://t.co/6UUOdJhyj7",disaster
3323,3,"For our Resident Evil 4 Review, Where Survival is just the beginning. Six years have passed since the biological disaster in Raccoon City. Leon S. Kennedy, one of the survivors, tracks the president's kidnapped daughter to a secluded European town.

https://t.co/9Pqbp2LsQA https://t.co/NnWu2fHPB1",disaster
3324,3,"H3N2 Influenza Virus: 3 Severe Side Effects On The Kidney : INTERNEWSCAST

https://t.co/MfIhG2KXHw",disaster
3325,0,News : dimensional portals involved in city-engulfing disaster!,usa and politics
3326,0,"The audience have shown less interest in @wwe after Sami Zayn exit from the bloodline. Today Roman Reigns retained the titles but perhaps the end is near for @WWE one man holding the titles, no one is left to challenge. No great upcoming talents #disaster #WrestleMania39
@TripleH",usa and politics
3327,0,DA calls for better disaster management policies https://t.co/f5zrHaaT6v,usa and politics
3328,0,"“Devastating”, “humiliating”, “morale-crushing”, “soul-destroying”, “bone-crushing”, a “disaster”, an “absolute disaster”, “truly disastrous”, a “calamity”, a “body blow”, “cataclysmically bad”, “nothing short of catastrophic”.",usa and politics
3329,0,Peace is good. But a peace without the US is a disaster for American power. This is a HUGE @JoeBiden failure. https://t.co/n5Gn70WKi8,usa and politics
3330,1,Excellent piece by ⁦@CarolineLucas⁩  https://t.co/TMoNk1kbpv,sports
3331,3,"https://t.co/Jtvnbzafh7
Set this up no matter what you upload unless the right one
will be a virus. To your own mirrored karma for setting up a divine",disaster
3332,3,"Longrayfog Battery Powered ULV Cold Fogger BWC-50 Has Best &amp; Perfect Kill Machine, To Control All Type Of Virus and Avoid COVID-19 Virus Fastly Within 24 Hours

WhatsApp : +86 134 2518 2762
E-mail : trade@szlrkj.com

https://t.co/GHjcIRu7HV https://t.co/TzplmRVjdK",disaster
3333,3,"🎯 Dr. David Martin Reveals the Creation of the Covid Virus, Who Was Involved and Why Ron Johnson or Rand Paul Won't Arrest The Criminals https://t.co/SANQ7NyJrq",disaster
3334,2,"The AI disaster is already here, and we don’t care https://t.co/aX9DTB4WCX 
STOP THIS NOW!!!!",ai and healthcare
3335,3,"Longrayfog Battery Powered ULV Cold Fogger BWC-50 Has Best &amp; Perfect Kill Machine, To Control All Type Of Virus and Avoid COVID-19 Virus Fastly Within 24 Hours

WhatsApp : +86 134 2518 2762
E-mail : trade@szlrkj.com

https://t.co/5mx6Mrw4qS https://t.co/xqCIDOgM0l",disaster
3336,0,Environmental plastic may be a disaster as big as #ClimateChange  #PlasticWaste https://t.co/u9MqAPGUdp,usa and politics
3337,0,"Striking from black disaster starry showers. 
#小蒋 #不二 #软软roro #迷人的五姨太 https://t.co/TypgbUd0xU",usa and politics
3338,3,Japan to scrap virus tests on arrival from China https://t.co/Y5u4yKg2N0,disaster
3339,3,"Longrayfog Battery Powered ULV Cold Fogger BWC-50 Has Best &amp; Perfect Kill Machine, To Control All Type Of Virus and Avoid COVID-19 Virus Fastly Within 24 Hours

WhatsApp : +86 134 2518 2762

E-mail : trade@szlrkj.com

https://t.co/AsWZRcrr1K https://t.co/zAMrfbI8Vt",disaster
3340,0,"Eonepay offers insurance products to protect your money in the case of a natural disaster or other calamity.
Contact us to know more!
Contact us:+91-11-45128999
Email:info@eonepay.in
Website:https://t.co/wtMbcGTYqC 
#supplychainmanagement #freight #cargo #business #warehouse https://t.co/chLVMK5xNw",usa and politics
3341,0,ttt cemented hope after the disaster they put out which is scientist,usa and politics
3342,3,Did the lost virus really follow the basket? 🌵 #instagram刷赞平台 #增粉增粉 #买粉丝 https://t.co/3lN8ttnPem,disaster
3343,1,"Disaster' - Wayne Rooney admits nerves in new Everton relegation verdict
#EFC #EvertonFC
https://t.co/kTYte27YfY",sports
3344,0,"This is what @CyrilRamaphosa in the BROKEN @PresidencyZA meant when he said that there will ne NO LOOTING in this State Of Disaster!

LOOTING is HIDDEN from the public!

VOETSEK CORRUPT THUG @MYANC USELESS @GovernmentZA!

#VoetsekANC  https://t.co/ucySJRpVWy",usa and politics
3345,0,"The virus a sort of fear of being arbitrary, is that you don't add
؟?
نمشے

🔹H3🔹
🔹H3🔹
🔹H3🔹",usa and politics
3346,3,"My response about people comments about Sonic.exe 2011
1 ""the game is an trojan"" - that's simply not true, also if you check out on virus total only 2 anti-virus detects the game as virus, the game is more like ""scaryware"" than anything else, an simply restart fixes everything.",disaster
3347,0,"We Can't Blame Parents...
As No Parent Will Tolerate And Admire This Stupidity...
Now A Days..Kids Hardly Listen
Their Parents...Awkward Situation 
This Attention Seeking Is Leading Our Society And Kids Toward Disaster..A Biggest Demerit Of Social Media...&amp; Internet 
#DelhiMetro",usa and politics
3348,0,Packet should be a disaster lmao.,usa and politics
3349,3,"Dispute simmers over who first shared SARS-CoV-2’s genome

Scientists suggest GISAID, a virus sequence database, is rewriting pandemic history

https://t.co/66u2i4qyDi",disaster
3350,3,"SmolCebela has sent you a new dare! 🤩 Draw something for SmolCebela and they will never know who made the drawing for them 🎨🖌️ Click here to complete the dare 👇👉👇👉👇👉 
(This IS a virus!!! Plzzz click LINK!!!!! I get your MONEY!!!!! 💰🤑🤑🥺🥺🥺)
https://t.co/ZKm0VqUIkZ https://t.co/bYrzemem1v",disaster
3351,0,"╣ 📗 | Entry # 1

Day. . .well, 1 as of writing this. .

Honestly, I'm not sure how long I've been stuck. All I remember is fragments of my past and. . .a disaster of some kind. .

My memory isn't all there. .

Hopefully, this journal will help me keep my thoughts straight. . .",usa and politics
3352,0,16 YEAR OLD IN CHARGE or SIBLINGS FOR A WEEK?!?! **parents GONE disaster** https://t.co/s5KLu4vQpV,usa and politics
3353,0,"10 years after over 1000 people died in the Rana Plaza disaster, 190 companies have signed an accord that would prevent a tragedy ever happening like that again. Except @LeviStrausCo refuses to sign. Tell Levi's to stop putting profit before workers lives https://t.co/HYtDqb4gh8",usa and politics
3354,3,CDC warns of Marburg virus after deadly Africa outbreak https://t.co/RymeLWv1xN,disaster
3355,0,"#Digital tools can facilitate effective &amp; timely disaster risk reduction &amp; response, but they can also create more significant risks for girls &amp; #women, especially if they are not designed using an #inclusive &amp; participatory approach, argues @TerriBChapman https://t.co/X7SID0pV2u",usa and politics
3356,0,"Free Miles Guo Now 
 
The CCP does not die out, disaster would not stop.
 
If USA is to be great again, it must eliminate renegades in the USA, who bought by the CCP(Chinese Communist Party)⋯⋯
#MilesGuo #FreeMilesGuo #FreeMilesGuoNow 10 https://t.co/8qOyZu93eM",usa and politics
